commit_hash,parent_commit,commit_date,package_path,pre_pname,pre_version,pre_fetcher_content,pre_builder_type,pre_nixpkgs_base,post_pname,post_version,post_fetcher_content,post_builder_type,post_nixpkgs_base,version_changed,fetcher_hash_changed,fetcher_url_changed,fetcher_type_changed,builder_changed,change_category,diff_lines_added,diff_lines_removed,diff_lines_total,previous_update_date,previous_update_commit,days_since_previous_update,package_added_date,hybrid_build_success,hybrid_build_time,random_order,post_src_ref,post_src_ref_attr
eb9071b6f230ae3c21347aca787d913aca6f9df0,52c032768a8bd0c7a23fdad4232e50a2962079c2,2025-09-20,pkgs/by-name/cr/crackql/package.nix,crackql,unstable-20230818,"fetchFromGitHub {␤    owner = ""nicholasaleks"";␤    repo = ""CrackQL"";␤    # rev = ""refs/tags/${version}"";␤    # Switch to tag with the next update␤    rev = ""ac26a44c2dd201f65da0d1c3f95eaf776ed1b2dd"";␤    hash = ""sha256-XlHbGkwdOV1nobjtQP/M3IIEuzXHBuwf52EsXf3MWoM="";␤  }",buildPythonApplication,90ade7da38aa49c2e2693a04a44662a0e61530e9,crackql,1.0-unstable-2023-08-18,"fetchFromGitHub {␤    owner = ""nicholasaleks"";␤    repo = ""CrackQL"";␤    # tag = version;␤    # Switch to tag (and remove the extraArgs from the updateScript) next update␤    rev = ""ac26a44c2dd201f65da0d1c3f95eaf776ed1b2dd"";␤    hash = ""sha256-XlHbGkwdOV1nobjtQP/M3IIEuzXHBuwf52EsXf3MWoM="";␤  }",buildPythonApplication,90ade7da38aa49c2e2693a04a44662a0e61530e9,TRUE,FALSE,TRUE,FALSE,FALSE,version_bump,5,0,5,2025-03-13,e6fe6f4b7ccc74e0a3d2a0eccabd527c7b12b2fd,191,2024-11-09,FALSE,0.26,194,ac26a44c2dd201f65da0d1c3f95eaf776ed1b2dd,rev
9a98cc696b7b840fe6022bb15352a72f64319b1c,52c032768a8bd0c7a23fdad4232e50a2962079c2,2025-09-20,pkgs/by-name/gi/git-relevant-history/package.nix,git-relevant-history,2022-09-15,"fetchFromGitHub {␤    owner = ""rainlabs-eu"";␤    repo = ""git-relevant-history"";␤    rev = ""84552324d7cb4790db86282fc61bf98a05b7a4fd"";␤    hash = ""sha256-46a6TR1Hi3Lg2DTmOp1aV5Uhd4IukTojZkA3TVbTnRY="";␤  }",buildPythonApplication,90ade7da38aa49c2e2693a04a44662a0e61530e9,git-relevant-history,1.0.0-unstable-2022-09-15,"fetchFromGitHub {␤    owner = ""rainlabs-eu"";␤    repo = ""git-relevant-history"";␤    rev = ""84552324d7cb4790db86282fc61bf98a05b7a4fd"";␤    hash = ""sha256-46a6TR1Hi3Lg2DTmOp1aV5Uhd4IukTojZkA3TVbTnRY="";␤  }",buildPythonApplication,90ade7da38aa49c2e2693a04a44662a0e61530e9,TRUE,FALSE,FALSE,FALSE,FALSE,version_bump,3,0,3,2025-07-02,ae4a1a485a7c2f7be3283e76a3a1d42e4bb3a459,80,2024-11-09,FALSE,0.26,195,84552324d7cb4790db86282fc61bf98a05b7a4fd,rev
d49b890f1701eaf4640a76890ee2e0d360bbcd8e,166c8af5030a20bcfc539dbbf504602176f1a243,2025-09-20,pkgs/by-name/li/libsidplayfp/package.nix,libsidplayfp,2.15.0,"fetchFromGitHub {␤    owner = ""libsidplayfp"";␤    repo = ""libsidplayfp"";␤    tag = ""v${finalAttrs.version}"";␤    fetchSubmodules = true;␤    hash = ""sha256-rK7Il8WE4AJbn7GKn21fXr1o+DDdyOjfJ0saeqcZ5Pg="";␤  }",mkDerivation,90ade7da38aa49c2e2693a04a44662a0e61530e9,libsidplayfp,2.15.1,"fetchFromGitHub {␤    owner = ""libsidplayfp"";␤    repo = ""libsidplayfp"";␤    tag = ""v${finalAttrs.version}"";␤    fetchSubmodules = true;␤    hash = ""sha256-wnbQy0PHHpkgNm3SC7GZyxSAUYd5eexVY9Dg1oiCjRo="";␤  }",mkDerivation,90ade7da38aa49c2e2693a04a44662a0e61530e9,TRUE,TRUE,FALSE,FALSE,FALSE,version_bump,4,2,6,2025-07-31,7091e75f78a96fe617a1711eb9f13f4a58c439d1,51,2024-11-09,TRUE,28.86,196,v2.15.1,tag
1d57d34285150d3086f320476fe6a4a64475b5c2,94500215ccd9b65faa6fd37fdeaa90d8df8b7e3b,2025-09-17,pkgs/by-name/li/lightway/package.nix,lightway,0-unstable-2025-09-04,"fetchFromGitHub {␤    owner = ""expressvpn"";␤    repo = ""lightway"";␤    rev = ""4eb836158607c83d47226703de5a043519586782"";␤    hash = ""sha256-sNhTdJTxNxHMVswyzizgBfGbmJhYmMZY/5nVD7ScLjM="";␤  }",buildRustPackage,08b8f92ac6354983f5382124fef6006cade4a1c1,lightway,0-unstable-2025-09-19,"fetchFromGitHub {␤    owner = ""expressvpn"";␤    repo = ""lightway"";␤    rev = ""dac72eb8af0994de020d71d24114717ecfb9804d"";␤    hash = ""sha256-oHxHJ4D/Xg/zAFiI0bMX3Dc05HXIjk+ZHuGY03cwY+c="";␤  }",buildRustPackage,08b8f92ac6354983f5382124fef6006cade4a1c1,TRUE,TRUE,TRUE,FALSE,FALSE,version_bump,4,3,7,2025-09-06,34e35a0ca6c348bd05bbe5bab3ded066ff576b68,11,2025-09-06,FALSE,13.38,197,dac72eb8af0994de020d71d24114717ecfb9804d,rev
e575a9dcf1eaf150245a545050e5071dba732dfd,41239f03433fe534c51a1526bed9214ab2a3582f,2025-09-20,pkgs/by-name/mi/miriway/package.nix,miriway,25.02.1,"fetchFromGitHub {␤    owner = ""Miriway"";␤    repo = ""Miriway"";␤    tag = ""v${finalAttrs.version}"";␤    hash = ""sha256-+HHHF9dhVYMxugJZckAnQduuSBLAw5StbwRJF5Fz+rU="";␤  }",mkDerivation,90ade7da38aa49c2e2693a04a44662a0e61530e9,miriway,25.1,"fetchFromGitHub {␤    owner = ""Miriway"";␤    repo = ""Miriway"";␤    tag = ""v${finalAttrs.version}"";␤    hash = ""sha256-VAYnIMspGKSeqg+9YG6WrmoeaNNg0uLE3Ht4jJZSLLk="";␤  }",mkDerivation,90ade7da38aa49c2e2693a04a44662a0e61530e9,TRUE,TRUE,FALSE,FALSE,FALSE,version_bump,4,0,4,2025-03-14,b00bbc10acd3f9256cdd0db5d21f8b059e9c960e,190,2024-10-02,FALSE,5.02,198,v25.1,tag
b8424a3b3ace68ad1fa6b4e0ed07eb84346f6ffe,b841d90d33396d34143e79ac31393da1df6527fe,2025-09-20,pkgs/by-name/im/imgproxy/package.nix,imgproxy,3.28.0,"fetchFromGitHub {␤    owner = ""imgproxy"";␤    repo = ""imgproxy"";␤    hash = ""sha256-aI+rWXt+tioHFGBJk/RkYeo7JaV+10jurx7YKX448Yk="";␤    rev = ""v${version}"";␤  }",buildGoModule,90ade7da38aa49c2e2693a04a44662a0e61530e9,imgproxy,3.30.0,"fetchFromGitHub {␤    owner = ""imgproxy"";␤    repo = ""imgproxy"";␤    hash = ""sha256-vT+Nyjx2TTOCzosCV/EfMLEnyT6RCebBFNu0/IRuwak="";␤    rev = ""v${version}"";␤  }",buildGoModule,90ade7da38aa49c2e2693a04a44662a0e61530e9,TRUE,TRUE,FALSE,FALSE,FALSE,version_bump,3,1,4,2025-05-25,c4f02ff31ef0163cf04bc0e08c6584ad7c631895,118,2024-11-09,FALSE,26.42,199,v3.30.0,rev
94df0fd53e77dcd75d1bce8ac7869966e40b6187,a1f8d9849584b6a377aeffa2060df296ede77d43,2025-09-20,pkgs/by-name/cr/crow/package.nix,crow,1.2,"fetchFromGitHub {␤    owner = ""crowcpp"";␤    repo = ""crow"";␤    rev = ""v${finalAttrs.version}"";␤    sha256 = ""sha256-fokj+KiS6frPVOoOvETxW3ue95kCcYhdhOlN3efzBd4="";␤  }",mkDerivation,90ade7da38aa49c2e2693a04a44662a0e61530e9,crow,1.2.1.2,"fetchFromGitHub {␤    owner = ""CrowCpp"";␤    repo = ""Crow"";␤    tag = ""v${finalAttrs.version}"";␤    hash = ""sha256-iQ2owNry4LOmMxyO5L7O7XZB5vwUf+ZuZL76hZ6FThk="";␤  }",mkDerivation,90ade7da38aa49c2e2693a04a44662a0e61530e9,TRUE,TRUE,TRUE,FALSE,FALSE,version_bump,13,4,17,2025-06-05,22b88ba79d8feb71704fa1baccae978cf9b8d1ab,107,2024-10-12,FALSE,2.2,200,v1.2.1.2,tag
dbb20db60058c26ac5e2a617d61dc41dc6a9e5d5,b841d90d33396d34143e79ac31393da1df6527fe,2025-09-19,pkgs/by-name/bu/buildkite-agent-metrics/package.nix,buildkite-agent-metrics,5.9.13,"fetchFromGitHub {␤    owner = ""buildkite"";␤    repo = ""buildkite-agent-metrics"";␤    rev = ""v${version}"";␤    hash = ""sha256-AVFQ3GP4YDQ6d9NSeol3Eobxzmoa9bRyCAKTsDbyZyQ="";␤  }",buildGoModule,90ade7da38aa49c2e2693a04a44662a0e61530e9,buildkite-agent-metrics,5.10.0,"fetchFromGitHub {␤    owner = ""buildkite"";␤    repo = ""buildkite-agent-metrics"";␤    rev = ""v${version}"";␤    hash = ""sha256-QE4IY1yU8X1zG+jf7eBWiSjN3HvDqr2Avhs3Bub+xB0="";␤  }",buildGoModule,90ade7da38aa49c2e2693a04a44662a0e61530e9,TRUE,TRUE,FALSE,FALSE,FALSE,version_bump,3,1,4,2025-04-20,05580f4b4433fda48fff30f60dfd303d6ee05d21,152,2024-11-09,FALSE,11.62,201,v5.10.0,rev
db173f4a35bd8e0f76bd965879e8abb67ca26bfc,ec76f79ad2f5c6c81530eeb14aa12a7eba0a5cc9,2025-09-18,pkgs/by-name/mv/mvnd/package.nix,mvnd,1.0.2,"fetchFromGitHub {␤    owner = ""apache"";␤    repo = ""maven-mvnd"";␤    rev = version;␤    sha256 = ""sha256-c1jD7m4cOdPWQEoaUMcNap2zvvX7H9VaWQv8JSgAnRU="";␤  }",buildGraalvmNativeImage,f4b140d5b253f5e2a1ff4e5506edbf8267724bde,mvnd,1.0.3,"fetchFromGitHub {␤    owner = ""apache"";␤    repo = ""maven-mvnd"";␤    rev = version;␤    sha256 = ""sha256-vlJG2uDY93iri1X7SYPRufAIN4fhAjCd8gCeCdz/QDE="";␤  }",buildGraalvmNativeImage,f4b140d5b253f5e2a1ff4e5506edbf8267724bde,TRUE,TRUE,FALSE,FALSE,FALSE,version_bump,19,16,35,2025-07-22,5a0711127cd8b916c3d3128f473388c8c79df0da,58,2024-06-28,FALSE,1.02,203,1.0.3,rev
9eb76e6d8777b9ff228ae734e60624f8e7cc3786,b841d90d33396d34143e79ac31393da1df6527fe,2025-09-19,pkgs/by-name/re/restish/package.nix,restish,0.20.0,"fetchFromGitHub {␤    owner = ""danielgtaylor"";␤    repo = ""restish"";␤    tag = ""v${version}"";␤    hash = ""sha256-a0ObgFgWEsLYjGmCCi/py2PADAWJ0By+AZ4wh+Yeam4="";␤  }",buildGoModule,90ade7da38aa49c2e2693a04a44662a0e61530e9,restish,0.21.0,"fetchFromGitHub {␤    owner = ""danielgtaylor"";␤    repo = ""restish"";␤    tag = ""v${version}"";␤    hash = ""sha256-eLbeH6i+QbW59DMOHf83olrO8R7Ji975KkJKs621Xi0="";␤  }",buildGoModule,90ade7da38aa49c2e2693a04a44662a0e61530e9,TRUE,TRUE,FALSE,FALSE,FALSE,version_bump,2,1,3,2025-06-06,264e9cb92811dd0ac300090264089e7eeacf4707,105,2024-11-09,FALSE,8.73,204,v0.21.0,tag
a3b1f1c196168ac8ad334ba8d46bd282f50f8fea,2a6021fc931e173da157d6e4b804329665e463b2,2025-09-20,pkgs/by-name/wo/wofi-power-menu/package.nix,wofi-power-menu,0.3.1,"fetchFromGitHub {␤    owner = ""szaffarano"";␤    repo = ""wofi-power-menu"";␤    tag = ""v${finalAttrs.version}"";␤    hash = ""sha256-3m4zTmjYn1WGdW5dY4tzYxOxdw0spwYxZFRhdBwWf2I="";␤  }",buildRustPackage,90ade7da38aa49c2e2693a04a44662a0e61530e9,wofi-power-menu,0.3.2,"fetchFromGitHub {␤    owner = ""szaffarano"";␤    repo = ""wofi-power-menu"";␤    tag = ""v${finalAttrs.version}"";␤    hash = ""sha256-EQHmi530ePlYRdjj/b+iF5edQFolZF0oVjSpyOE1Uk8="";␤  }",buildRustPackage,90ade7da38aa49c2e2693a04a44662a0e61530e9,TRUE,TRUE,FALSE,FALSE,FALSE,version_bump,2,10,12,2025-08-16,694bb7a3a2a9e6e5bc69fbbcf88767fc9ce2e7bc,35,2025-01-07,FALSE,6.03,205,v0.3.2,tag
d8500118d489361884b135fc4987cadbeea704e3,b841d90d33396d34143e79ac31393da1df6527fe,2025-09-19,pkgs/development/python-modules/nvchecker/default.nix,nvchecker,2.18,"fetchFromGitHub {␤    owner = ""lilydjwg"";␤    repo = ""nvchecker"";␤    tag = ""v${version}"";␤    hash = ""sha256-6uFox07mZeKwyhRXGuU8dMoPhLB5CkgdLaWCfG2dy4k="";␤  }",buildPythonPackage,90ade7da38aa49c2e2693a04a44662a0e61530e9,nvchecker,2.19,"fetchFromGitHub {␤    owner = ""lilydjwg"";␤    repo = ""nvchecker"";␤    tag = ""v${version}"";␤    hash = ""sha256-C8g8uhuWOl3zPCjTaGs21yJ8k3tmvZE8U9LzSXoDSxE="";␤  }",buildPythonPackage,90ade7da38aa49c2e2693a04a44662a0e61530e9,TRUE,TRUE,FALSE,FALSE,FALSE,version_bump,3,0,3,2025-07-24,535b720589a07bd9d97c0e982ed94a4fed245d0f,57,2018-10-14,FALSE,0.27,206,v2.19,tag
5931500509960fe25dcdf8416bf28e4e33ffedf7,3cfcacb6116902a920731c25be72a8f755924283,2025-09-19,pkgs/by-name/mo/models-dev/package.nix,models-dev,0-unstable-2025-09-06,"fetchFromGitHub {␤    owner = ""sst"";␤    repo = ""models.dev"";␤    rev = ""5ed40fe25f2ffd13c19936727a7763a982e0f924"";␤    hash = ""sha256-UsBsedOhLwW/8tfaxE7+d3dSY7YZB4M3YEGBhwNQHOM="";␤  }",mkDerivation,f4b140d5b253f5e2a1ff4e5506edbf8267724bde,models-dev,0-unstable-2025-09-19,"fetchFromGitHub {␤    owner = ""sst"";␤    repo = ""models.dev"";␤    rev = ""bb40a42fb7178e1e563598924cfa36c43fcffb80"";␤    hash = ""sha256-0NBBOzsICb27SZ6Uj7apknCTcqPrhG9UUpBkiMiN6Jo="";␤  }",mkDerivation,f4b140d5b253f5e2a1ff4e5506edbf8267724bde,TRUE,TRUE,TRUE,FALSE,FALSE,version_bump,8,10,18,2025-09-08,a734133db932b89dcb97ef74a22a8fe1f83ff4c9,11,2025-07-11,TRUE,10.12,207,bb40a42fb7178e1e563598924cfa36c43fcffb80,rev
19d12a463c545d6c7f23f2383b66ab0c57eff3a6,ab575a26c42ebe6ff28c1b1d5f3faa2fbb5444b0,2025-09-18,pkgs/by-name/li/lintspec/package.nix,lintspec,0.9.0,"fetchFromGitHub {␤    owner = ""beeb"";␤    repo = ""lintspec"";␤    tag = ""v${version}"";␤    hash = ""sha256-5jNOMAohfzq/S+1LASQh0hvzqdMLQGdPYSb6rcGxmD8="";␤  }",buildRustPackage,f4b140d5b253f5e2a1ff4e5506edbf8267724bde,lintspec,0.9.1,"fetchFromGitHub {␤    owner = ""beeb"";␤    repo = ""lintspec"";␤    tag = ""v${finalAttrs.version}"";␤    hash = ""sha256-NYa90VQiiT3XU0w3DciPOBpEM59XyZHk+ixtj8oTgO8="";␤  }",buildRustPackage,f4b140d5b253f5e2a1ff4e5506edbf8267724bde,TRUE,TRUE,TRUE,FALSE,FALSE,version_bump,3,3,6,2025-09-11,c97ffa9cafb00f738886cd3cecd3c065a6bdf439,7,2025-02-20,FALSE,0.22,208,v0.9.1,tag
caf5ced5ec3444f5aad7609184bbce19b49b2303,c8ce20148725494249e54b513bf3ba444ac2c0a5,2025-09-15,pkgs/by-name/te/tea/package.nix,tea,0.10.1,"fetchFromGitea {␤    domain = ""gitea.com"";␤    owner = ""gitea"";␤    repo = ""tea"";␤    rev = ""v${version}"";␤    sha256 = ""sha256-Dhb3y13sxkyE+2BjNj7YcsjiIPgznIVyuzWs0F8LNfU="";␤  }",buildGoModule,88cef159e47c0dc56f151593e044453a39a6e547,tea,0.11.0,"fetchFromGitea {␤    domain = ""gitea.com"";␤    owner = ""gitea"";␤    repo = ""tea"";␤    rev = ""v${version}"";␤    sha256 = ""sha256-jM/TR3bApWv0ci98Vb/0YPjlmLuO91WPY9eMHBInIQI="";␤  }",buildGoModule,88cef159e47c0dc56f151593e044453a39a6e547,TRUE,TRUE,FALSE,FALSE,FALSE,version_bump,7,4,11,2025-09-06,f0ba6d64bffbda8130de19dbc89cbb9934816e92,9,2024-11-09,FALSE,8.53,209,v0.11.0,rev
18d33c67a32eb7df53afac061786945b8365e612,65c78cd07e79ed7004144ec2fbb17ea2eb90c65c,2025-09-19,pkgs/by-name/be/beanprice/package.nix,beanprice,2.0.0,"fetchFromGitHub {␤    owner = ""beancount"";␤    repo = ""beanprice"";␤    tag = ""v${version}"";␤    hash = ""sha256-+bqYnTzZByJlCPUhThM2B9UjgdWzjF21Yiw3fQAZ6k4="";␤  }",buildPythonApplication,12bd230118a1901a4a5d393f9f56b6ad7e571d01,beanprice,2.1.0,"fetchFromGitHub {␤    owner = ""beancount"";␤    repo = ""beanprice"";␤    tag = ""v${version}"";␤    hash = ""sha256-Lhr8CRysZbI6dpPwRSN6DgvnKrxsIzH5YyZXRLU1l3Q="";␤  }",buildPythonApplication,12bd230118a1901a4a5d393f9f56b6ad7e571d01,TRUE,TRUE,FALSE,FALSE,FALSE,version_bump,7,0,7,2025-02-21,b6b0b0911edc3200af013cca4974dc7ec30b0994,210,2024-07-09,FALSE,2.47,210,v2.1.0,tag
cb3b6bc029c6e07fe72ab8d009997a5875429a62,8283aacd75f646355c20670fae175e81fc77a700,2025-09-17,pkgs/by-name/wr/wrangler/package.nix,wrangler,4.30.0,"fetchFromGitHub {␤    owner = ""cloudflare"";␤    repo = ""workers-sdk"";␤    rev = ""wrangler@${finalAttrs.version}"";␤    hash = ""sha256-wncNdsQnmvZFf5sBw/sxDCF1SYuOIhj4bIeDpFj2FyI="";␤  }",mkDerivation,08b8f92ac6354983f5382124fef6006cade4a1c1,wrangler,4.38.0,"fetchFromGitHub {␤    owner = ""cloudflare"";␤    repo = ""workers-sdk"";␤    rev = ""wrangler@${finalAttrs.version}"";␤    hash = ""sha256-4avSdp68ecDnY5ZhtVCjq9+u8bmNRpq2XTbnapmY+S0="";␤  }",mkDerivation,08b8f92ac6354983f5382124fef6006cade4a1c1,TRUE,TRUE,FALSE,FALSE,FALSE,version_bump,2,4,6,2025-09-14,ad60b6f0ab5b71f6b80611c733f147ef4a12cdbb,3,2024-07-07,FALSE,138.38,211,wrangler@4.38.0,rev
e27dc8113cfef883ae9242793ad2c9a94a1888f5,db5d517d4fe3d5e46c2257260bf539741495fbed,2025-09-18,pkgs/by-name/ma/mattermost-desktop/package.nix,mattermost-desktop,5.12.1,"fetchFromGitHub {␤    owner = ""mattermost"";␤    repo = ""desktop"";␤    tag = ""v${version}"";␤    hash = ""sha256-Sn6gKkeN+wRgTnFtQ9ewAFvRsRdXVo11ibaxFvSG7dg="";␤  }",buildNpmPackage,08b8f92ac6354983f5382124fef6006cade4a1c1,mattermost-desktop,5.13.1,"fetchFromGitHub {␤    owner = ""mattermost"";␤    repo = ""desktop"";␤    tag = ""v${version}"";␤    hash = ""sha256-0SEA5zka7Uv82bFS0vqnzipu0Yhb5EJ/20sBkf150cc="";␤  }",buildNpmPackage,124b966f89fad5468ca67ac7ee15af4ecce49b47,TRUE,TRUE,FALSE,FALSE,FALSE,version_bump,3,3,6,2025-07-02,86dfe6fb8ed8246ed2aa2f49b2fc775eea939c06,78,2024-11-09,FALSE,0.46,213,v5.13.1,tag
3fc9162b8c9d82837714266deb9cfe43d49cc97c,434ed09bd161bb1058612038479dc34863c3f106,2025-09-15,pkgs/by-name/cl/clever-tools/package.nix,clever-tools,3.14.1,"fetchFromGitHub {␤    owner = ""CleverCloud"";␤    repo = ""clever-tools"";␤    rev = version;␤    hash = ""sha256-3nCfo54p7O4Oik3fTf842IahEQnu26oPS5aOgHdhJKg="";␤  }",buildNpmPackage,88cef159e47c0dc56f151593e044453a39a6e547,clever-tools,4.1.0,"fetchFromGitHub {␤    owner = ""CleverCloud"";␤    repo = ""clever-tools"";␤    rev = version;␤    hash = ""sha256-ntKxMlRBE0WoaO2Fmpymhm7y7kCwe197sotNzpK92C4="";␤  }",buildNpmPackage,88cef159e47c0dc56f151593e044453a39a6e547,TRUE,TRUE,FALSE,FALSE,FALSE,version_bump,10,4,14,2025-09-07,ef7cc9810438d39036bde67fa43682ed6bc5fe16,8,2024-05-27,FALSE,9.43,214,4.1.0,rev
f50160a932f4e69f8bbeed3b3a5ebe10242372bc,e134a7d35105daa32de4ccf86899b6d0859a4e66,2025-09-18,pkgs/by-name/ge/gemini-cli/package.nix,gemini-cli,0.4.1,"fetchFromGitHub {␤    owner = ""google-gemini"";␤    repo = ""gemini-cli"";␤    tag = ""v${finalAttrs.version}"";␤    hash = ""sha256-SyYergPmEyIcDyU0tF20pvu1qOCRfMRozh0/9nnaefU="";␤  }",buildNpmPackage,08b8f92ac6354983f5382124fef6006cade4a1c1,gemini-cli,0.5.3,"fetchFromGitHub {␤    owner = ""google-gemini"";␤    repo = ""gemini-cli"";␤    tag = ""v${finalAttrs.version}"";␤    hash = ""sha256-fs/69CmnDtCrPAv/wxORGyigNdQQw/R7gv9D47hhfnM="";␤  }",buildNpmPackage,08b8f92ac6354983f5382124fef6006cade4a1c1,TRUE,TRUE,FALSE,FALSE,FALSE,version_bump,3,10,13,2025-09-12,5127b0309bea1a6f188611a8345da473a35c227c,6,2025-06-25,FALSE,2.41,215,v0.5.3,tag
193ae872da6f47c8066a07da5528c5810c638191,7b2119e808db110fdb818b6b0995a6691032dc86,2025-09-17,pkgs/by-name/kb/kbd/package.nix,kbd,2.8.0-unstable-2025-08-12,"fetchgit {␤    url = ""https://git.kernel.org/pub/scm/linux/kernel/git/legion/kbd.git"";␤    rev = ""46295167a55643e941c8cdcfd2cb76bd138c851c"";␤    hash = ""sha256-m1aVfsEme/BnyJogOPvGcOrSJfli8B/TrGxOm4POt0w="";␤  }",mkDerivation,08b8f92ac6354983f5382124fef6006cade4a1c1,kbd,2.9.0,"fetchgit {␤    url = ""https://git.kernel.org/pub/scm/linux/kernel/git/legion/kbd.git"";␤    tag = ""v${finalAttrs.version}"";␤    hash = ""sha256-uUECxFdm/UhoHKLHLFe6/ygCQ+4mrQOZExKl+ReaTNw="";␤  }",mkDerivation,08b8f92ac6354983f5382124fef6006cade4a1c1,TRUE,TRUE,TRUE,FALSE,FALSE,version_bump,2,2,4,2025-08-13,8d51c6277ecc2ffe3a97f0fda789160b49147615,35,2024-11-09,TRUE,0.7,217,v2.9.0,tag
967f74d00b26bcc4ccf7c047dee68b57b0315c1c,493eebd470cb30b71553f963751f07232c0539ac,2025-09-12,pkgs/by-name/cr/cryfs/package.nix,cryfs,0.11.4,"fetchFromGitHub {␤    owner = ""cryfs"";␤    repo = ""cryfs"";␤    rev = version;␤    hash = ""sha256-OkJhLg+YzS3kDhlpUQe9A+OiVBPG/iKs6OU7aKFJ5wY="";␤  }",mkDerivation,08b8f92ac6354983f5382124fef6006cade4a1c1,cryfs,1.0.1,"fetchFromGitHub {␤    owner = ""cryfs"";␤    repo = ""cryfs"";␤    rev = version;␤    hash = ""sha256-QzxJUh6nD6243x443b0tIb1v2Zs8jRUk8IVarNqs47M="";␤  }",mkDerivation,ad4e6dd68c30bc8bd1860a27bc6f0c485bd7f3b6,TRUE,TRUE,FALSE,FALSE,FALSE,version_bump,3,2,5,2025-07-22,5a0711127cd8b916c3d3128f473388c8c79df0da,52,2024-11-09,FALSE,2.87,218,1.0.1,rev
