commit_hash,parent_commit,commit_date,package_path,pre_pname,pre_version,pre_fetcher_type,pre_fetcher_content,pre_builder_type,pre_nixpkgs_base,post_pname,post_version,post_fetcher_type,post_fetcher_content,post_builder_type,post_nixpkgs_base,fully_qualified_name,version_changed,fetcher_hash_changed,fetcher_url_changed,fetcher_type_changed,builder_changed,change_category,diff_lines_added,diff_lines_removed,diff_lines_total,previous_update_date,previous_update_commit,days_since_previous_update,package_added_date,update_sequence_num,total_updates_in_window,input_drvs_match,input_drvs_diff_count,package_attr,input_drvs_error,post_build_success,post_build_time,post_src_ref,hybrid_build_success,hybrid_build_time,random_order
f6da335e9b5fdb25559936990e7cae6749be0f92,257aa2b0468e689341d21a0f36be855d0802e9ca,2025-10-19,pkgs/development/python-modules/castepxbin/default.nix,castepxbin,0.3.0,fetchFromGitHub,"fetchFromGitHub {␤    owner = ""zhubonan"";␤    repo = ""castepxbin"";␤    tag = ""v${version}"";␤    hash = ""sha256-6kumVnm4PLRxuKO6Uz0iHzfYuu21hFC7EPRsc3S1kxE="";␤  }",buildPythonPackage,36226520e9f7a35bf341cbe3b6a1ff9047bec6d9,castepxbin,0.3.1,fetchFromGitHub,"fetchFromGitHub {␤    owner = ""zhubonan"";␤    repo = ""castepxbin"";␤    tag = ""v${version}"";␤    hash = ""sha256-M+OoKr9ODIp47gt64hf47A1PblyZpBzulKI7nEm8hdo="";␤  }",buildPythonPackage,63bdb5d90fa2fa11c42f9716ad1e23565613b07c,python3Packages.castepxbin,True,True,False,False,False,version_bump,0,7,7,,,,,1,1,False,1,python3Packages.castepxbin,False,True,0.7524731159210205,refs/tags/v0.3.1,True,0.8753581047058105,1
0afa0fafce2489f8641d9a8b656487e218ff74ec,c231242f00f120aa8523290fbfdbfdadd3818c66,2025-10-18,pkgs/by-name/ra/ramalama/package.nix,ramalama,0.12.3,fetchFromGitHub,"fetchFromGitHub {␤    owner = ""containers"";␤    repo = ""ramalama"";␤    tag = ""v${version}"";␤    hash = ""sha256-PnuAPQ9RF7IRnmHtUrwDRXIKEzZBDEU2mWfG5FyfY0c="";␤  }",buildPythonApplication,34761aab73dd38c9b61f92838c9055a96e46593c,ramalama,0.13.0,fetchFromGitHub,"fetchFromGitHub {␤    owner = ""containers"";␤    repo = ""ramalama"";␤    tag = ""v${version}"";␤    hash = ""sha256-S4TZN+vExZ/5KJOgkhwlX0p+xPDI6tjmS2WDWgXzDOI="";␤  }",buildPythonApplication,87848bf0cc4f87717fc813a4575f07330c3e743c,ramalama,True,True,False,False,False,version_bump,18,11,29,,,,,1,1,False,2,ramalama,False,True,1.8643393516540527,refs/tags/v0.13.0,False,,2
d9397fe5af28e91c1e98c9b5f6a42198cc98c793,d61350a2d10fbe8fb298dab19bd830db0f963758,2025-10-18,pkgs/development/python-modules/sigstore-protobuf-specs/default.nix,sigstore-protobuf-specs,0.3.2,fetchPypi,"fetchPypi {␤    pname = ""sigstore_protobuf_specs"";␤    inherit version;␤    hash = ""sha256-yuBBtAUCYAuKYz9DwldpXQIiqU76HlEQp+x62njDnZk="";␤  }",buildPythonPackage,34761aab73dd38c9b61f92838c9055a96e46593c,sigstore-protobuf-specs,0.5.0,fetchPypi,"fetchPypi {␤    pname = ""sigstore_protobuf_specs"";␤    inherit version;␤    hash = ""sha256-zvnrMrLGwlHeNuIoWkCq8glIJ+rhifXngE10jMw9W4E="";␤  }",buildPythonPackage,87848bf0cc4f87717fc813a4575f07330c3e743c,python3Packages.sigstore-protobuf-specs,True,True,False,False,False,version_bump,0,3,3,,,,,1,1,False,2,python3Packages.sigstore-protobuf-specs,False,True,1.7648441791534424,0.5.0,True,1.8253014087677002,3
4eb419e295309c30b48c167abd7c79e4fe9bc00a,3b837fa81a2be3f89f97a5a90975cbd2191af803,2025-09-29,pkgs/by-name/gl/gleam/package.nix,gleam,1.12.0,fetchFromGitHub,"fetchFromGitHub {␤    owner = ""gleam-lang"";␤    repo = ""gleam"";␤    tag = ""v${finalAttrs.version}"";␤    hash = ""sha256-Qjl+I09tnBbGc771SVJVb6fzAZ2tVOnBNhGfrIUh824="";␤  }",buildRustPackage,d7f52a7a640bc54c7bb414cca603835bf8dd4b10,gleam,1.13.0,fetchFromGitHub,"fetchFromGitHub {␤    owner = ""gleam-lang"";␤    repo = ""gleam"";␤    tag = ""v${finalAttrs.version}"";␤    hash = ""sha256-06ap5z1vtv2Rsd98LcLRpvxff1NfkuHNdI844DZuEhQ="";␤  }",buildRustPackage,87848bf0cc4f87717fc813a4575f07330c3e743c,gleam,True,True,False,False,False,version_bump,3,3,6,,,,,1,1,False,2,gleam,False,True,2.8054068088531494,refs/tags/v1.13.0,False,,4
99b552542d927552c2dbfc144bd85b09ad7b34e2,a599fde7a9a3c08cf77281163c55b3dffbe58afb,2025-10-17,pkgs/development/python-modules/asyncpraw/default.nix,asyncpraw,7.8.1,fetchFromGitHub,"fetchFromGitHub {␤    owner = ""praw-dev"";␤    repo = ""asyncpraw"";␤    tag = ""v${version}"";␤    hash = ""sha256-glWAQoUjMFbjU3C4+MGuRGSGJS9mun15+6udMPCf9nU="";␤  }",buildPythonPackage,34761aab73dd38c9b61f92838c9055a96e46593c,asyncpraw,7.8.1-unstable-2025-10-08,fetchFromGitHub,"fetchFromGitHub {␤    owner = ""praw-dev"";␤    repo = ""asyncpraw"";␤    rev = ""9221cbef5d94fce9ecc92376cbab084f0082502d"";␤    hash = ""sha256-/7x7XYw1JDVaoc2+wKWW3iUkyfI6MVtBNP9G1AEUp4Y="";␤  }",buildPythonPackage,63bdb5d90fa2fa11c42f9716ad1e23565613b07c,python3Packages.asyncpraw,True,True,True,False,False,version_bump,12,16,28,,,,,1,1,False,9,python3Packages.asyncpraw,False,True,2.3327698707580566,9221cbef5d94fce9ecc92376cbab084f0082502d,False,,5
b9e30a0bb6d4ed9b3cc78ba9a4fdec26d6fb1807,3dbb3a5929fb63cfba97c71148875d21963b839e,2025-10-18,pkgs/by-name/sb/sbctl/package.nix,sbctl,0.17,fetchFromGitHub,"fetchFromGitHub {␤    owner = ""Foxboron"";␤    repo = ""sbctl"";␤    tag = version;␤    hash = ""sha256-7dCaWemkus2GHxILBEx5YvzdAmv89JfcPbqZZ6QwriI"";␤  }",buildGoModule,36226520e9f7a35bf341cbe3b6a1ff9047bec6d9,sbctl,0.18,fetchFromGitHub,"fetchFromGitHub {␤    owner = ""Foxboron"";␤    repo = ""sbctl"";␤    tag = version;␤    hash = ""sha256-Q8uQ74XvteMRcnUPu1PjLAPWt3jeI7aF4m3QMjiZJis="";␤  }",buildGoModule,63bdb5d90fa2fa11c42f9716ad1e23565613b07c,sbctl,True,True,False,False,False,version_bump,6,1,7,,,,,1,1,False,2,sbctl,False,True,0.714423656463623,refs/tags/0.18,False,,6
a599fde7a9a3c08cf77281163c55b3dffbe58afb,0d6b75a730ae6d77480ee91f477847d45d36bce9,2025-10-17,pkgs/development/python-modules/asyncprawcore/default.nix,asyncprawcore,2.4.0,fetchFromGitHub,"fetchFromGitHub {␤    owner = ""praw-dev"";␤    repo = ""asyncprawcore"";␤    tag = ""v${version}"";␤    hash = ""sha256-FDQdtnNjsbiEp9BUYdQFMC/hkyJDhCh2WHhQWSQwrFY="";␤  }",buildPythonPackage,34761aab73dd38c9b61f92838c9055a96e46593c,asyncprawcore,3.0.2,fetchFromGitHub,"fetchFromGitHub {␤    owner = ""praw-dev"";␤    repo = ""asyncprawcore"";␤    tag = ""v${version}"";␤    hash = ""sha256-0FOMY/0LXGcHwDe4t+NMAovMhX83/mMv8sWvIf5gxok="";␤  }",buildPythonPackage,63bdb5d90fa2fa11c42f9716ad1e23565613b07c,python3Packages.asyncprawcore,True,True,False,False,False,version_bump,6,10,16,,,,,1,1,False,6,python3Packages.asyncprawcore,False,True,1.7611198425292969,refs/tags/v3.0.2,False,,7
3aade266ca88c9cbcbafeea5c7f3e08c1bee9c47,2b960c563e802545dcb2628da0643b640ee4526e,2025-10-18,pkgs/by-name/na/naja/package.nix,naja,0.2.2,fetchFromGitHub,"fetchFromGitHub {␤    owner = ""najaeda"";␤    repo = ""naja"";␤    tag = ""v${finalAttrs.version}"";␤    hash = ""sha256-cm9MwN60R/K2bL4FWpvusFmb2ENYEYg8NcMVgmeTj0c="";␤    fetchSubmodules = true;␤  }",mkDerivation,34761aab73dd38c9b61f92838c9055a96e46593c,naja,0.2.12,fetchFromGitHub,"fetchFromGitHub {␤    owner = ""najaeda"";␤    repo = ""naja"";␤    tag = ""v${finalAttrs.version}"";␤    hash = ""sha256-NqxgFAD/JHh1rgtuv/NTda5oEx79NgdafL3fDLJO2kU="";␤    fetchSubmodules = true;␤  }",mkDerivation,63bdb5d90fa2fa11c42f9716ad1e23565613b07c,naja,True,True,False,False,False,version_bump,9,3,12,,,,,1,1,True,0,naja,False,True,1.123542308807373,refs/tags/v0.2.12,False,,8
55f805648053b70373a115c06a99e62c60abd9de,268a04b8fa2c71f6abc148887a4e5ba93cb8c450,2025-10-17,pkgs/development/python-modules/pysqueezebox/default.nix,pysqueezebox,0.12.1,fetchFromGitHub,"fetchFromGitHub {␤    owner = ""rajlaud"";␤    repo = ""pysqueezebox"";␤    tag = ""v${version}"";␤    hash = ""sha256-Bi809OzIoQ2TJH77kZlsSSPEmDNgz6hAybmOXbFn3LM="";␤  }",buildPythonPackage,34761aab73dd38c9b61f92838c9055a96e46593c,pysqueezebox,0.13.0,fetchFromGitHub,"fetchFromGitHub {␤    owner = ""rajlaud"";␤    repo = ""pysqueezebox"";␤    tag = ""v${version}"";␤    hash = ""sha256-1kkvqmmO197IjIcUlnmnKoeOq+0njbrgwogDU+ivIqw="";␤  }",buildPythonPackage,63bdb5d90fa2fa11c42f9716ad1e23565613b07c,python3Packages.pysqueezebox,True,True,False,False,False,version_bump,2,8,10,,,,,1,1,False,1,python3Packages.pysqueezebox,False,True,1.683199405670166,refs/tags/v0.13.0,False,,9
1eb37b41331d71742fe1c26c2c48cadadebb6abb,c231242f00f120aa8523290fbfdbfdadd3818c66,2025-10-18,pkgs/by-name/rb/rbspy/package.nix,rbspy,0.34.0,fetchFromGitHub,"fetchFromGitHub {␤    owner = ""rbspy"";␤    repo = ""rbspy"";␤    tag = ""v${version}"";␤    hash = ""sha256-yVcVuMCyvk9RbkbKomqjkLY+p5tUzW2zcAKZ8XfsjM0="";␤  }",buildRustPackage,34761aab73dd38c9b61f92838c9055a96e46593c,rbspy,0.38.0,fetchFromGitHub,"fetchFromGitHub {␤    owner = ""rbspy"";␤    repo = ""rbspy"";␤    tag = ""v${finalAttrs.version}"";␤    hash = ""sha256-6pQoCPwrIKaEUYgaHNgFLz+bY4p+ImlhZ2l2vehA4Ic="";␤  }",buildRustPackage,63bdb5d90fa2fa11c42f9716ad1e23565613b07c,rbspy,True,True,True,False,False,version_bump,6,10,16,,,,,1,1,True,0,rbspy,False,True,1.1514570713043213,refs/tags/v0.38.0,False,,10
391cd8e5ce5d75902dbf8daafbb2727414bef095,c231242f00f120aa8523290fbfdbfdadd3818c66,2025-10-17,pkgs/development/python-modules/optimistix/default.nix,optimistix,0.0.10,fetchFromGitHub,"fetchFromGitHub {␤    owner = ""patrick-kidger"";␤    repo = ""optimistix"";␤    tag = ""v${version}"";␤    hash = ""sha256-stVPHzv0XNd0I31N2Cj0QYrMmhImyx0cablqZfKBFrM="";␤  }",buildPythonPackage,34761aab73dd38c9b61f92838c9055a96e46593c,optimistix,0.0.11,fetchFromGitHub,"fetchFromGitHub {␤    owner = ""patrick-kidger"";␤    repo = ""optimistix"";␤    tag = ""v${version}"";␤    hash = ""sha256-tTE/f1dYDpTmrqL1D7h7UyqT2gN9+Y1mNJZcjmdHtno="";␤  }",buildPythonPackage,36226520e9f7a35bf341cbe3b6a1ff9047bec6d9,python3Packages.optimistix,True,True,False,False,False,version_bump,10,4,14,,,,,1,1,True,0,python3Packages.optimistix,False,True,4.0898778438568115,refs/tags/v0.0.11,False,,11
2225505e18cca95ed0e6e4b578cb2d93e3a26a79,d1369ce9c153cf656a112a42fa416484c234c56b,2025-10-17,pkgs/by-name/uq/uqmi/package.nix,uqmi,unstable-2024-01-16,fetchgit,"fetchgit {␤    url = ""https://git.openwrt.org/project/uqmi.git"";␤    rev = ""c3488b831ce6285c8107704156b9b8ed7d59deb3"";␤    hash = ""sha256-O5CeLk0WYuBs3l5xBUk9kXDRMzFvYSRoqP28KJ5Ztos="";␤  }",mkDerivation,6d7ec06d6868ac6d94c371458fc2391ded9ff13d,uqmi,unstable-2025-07-30,fetchgit,"fetchgit {␤    url = ""https://git.openwrt.org/project/uqmi.git"";␤    rev = ""7914da43cddaaf6cfba116260c81e6e9adffd5ab"";␤    hash = ""sha256-Ny5Jd/6N1nTcv2GGP1YLFe+ljn15sUQJVAEVPvYtz3M="";␤  }",mkDerivation,36226520e9f7a35bf341cbe3b6a1ff9047bec6d9,uqmi,True,True,True,False,False,version_bump,2,6,8,,,,,1,1,False,2,uqmi,False,True,0.7832145690917969,7914da43cddaaf6cfba116260c81e6e9adffd5ab,True,7.517148017883301,12
924ad3375bf8c09d55d2f8e30b2daf5fa9562cb3,ace9daf9c87da128ab31f82e211fcc60ff99080b,2025-10-17,pkgs/by-name/uc/uclient/package.nix,uclient,unstable-2023-04-13,fetchgit,"fetchgit {␤    url = ""https://git.openwrt.org/project/uclient.git"";␤    rev = ""007d945467499f43656b141171d31f5643b83a6c"";␤    hash = ""sha256-A47dyVc2MtOL6aImZ0b3SMWH2vzjfAXzRAOF4nfH6S0="";␤  }",mkDerivation,6d7ec06d6868ac6d94c371458fc2391ded9ff13d,uclient,unstable-2025-10-03,fetchgit,"fetchgit {␤    url = ""https://git.openwrt.org/project/uclient.git"";␤    rev = ""dc909ca71bc884c0e5362e1d7cc7808696cb2add"";␤    hash = ""sha256-jrhLBB3Mb7FvxMtKxG7e7D/hcyygTjx868POGtF+Dcc="";␤  }",mkDerivation,36226520e9f7a35bf341cbe3b6a1ff9047bec6d9,uclient,True,True,True,False,False,version_bump,7,1,8,,,,,1,1,False,4,uclient,False,True,0.6484215259552002,dc909ca71bc884c0e5362e1d7cc7808696cb2add,False,,13
653b184e72b6b0f06310adcc4e9a482e6364594e,a981366e821ac5510e4ee118a45582af1fb83ac7,2025-10-17,pkgs/development/python-modules/nox/default.nix,nox,2025.05.01,fetchFromGitHub,"fetchFromGitHub {␤    owner = ""wntrblm"";␤    repo = ""nox"";␤    tag = version;␤    hash = ""sha256-qH8oh7tmiJkXOobyDZMRZ62w2sRHJF8sh4PX+6s7M70="";␤  }",buildPythonPackage,3cbe716e2346710d6e1f7c559363d14e11c32a43,nox,2025.10.16,fetchFromGitHub,"fetchFromGitHub {␤    owner = ""wntrblm"";␤    repo = ""nox"";␤    tag = version;␤    hash = ""sha256-oRVDGHw/0HkHLtzcSZL2Aj1uxuRS/ms66cBPDQjJ17I="";␤  }",buildPythonPackage,36226520e9f7a35bf341cbe3b6a1ff9047bec6d9,python313Packages.nox,True,True,False,False,False,version_bump,4,1,5,,,,,1,1,False,4,python313Packages.nox,False,True,1.3161122798919678,refs/tags/2025.10.16,False,,14
defd8543213870d6ba13c3646f9cece77516845d,689a0c5dadcaf985aadc29a3b0d5b8600d5016c6,2025-10-17,pkgs/development/python-modules/automower-ble/default.nix,automower-ble,0.2.7,fetchFromGitHub,"fetchFromGitHub {␤    owner = ""alistair23"";␤    repo = ""AutoMower-BLE"";␤    tag = version;␤    hash = ""sha256-oOwSbGzTGXWm3Vmsui4k1lPRnT8+aIs6sk1DK/aRxzs="";␤  }",buildPythonPackage,3cbe716e2346710d6e1f7c559363d14e11c32a43,automower-ble,0.2.8,fetchFromGitHub,"fetchFromGitHub {␤    owner = ""alistair23"";␤    repo = ""AutoMower-BLE"";␤    tag = version;␤    hash = ""sha256-GawjNtk2mEBo9Xe1k1z0tk1RWU0N0JddeC6NZbnLpxc="";␤  }",buildPythonPackage,36226520e9f7a35bf341cbe3b6a1ff9047bec6d9,python313Packages.automower-ble,True,True,False,False,False,version_bump,5,1,6,,,,,1,1,False,1,python313Packages.automower-ble,False,True,1.944972038269043,refs/tags/0.2.8,False,,15
fea6ed879b2ddf0e0a045dccccb59ee7e343de63,66375ddb4f9638de1b3b2ef272306cd3ef1616ea,2025-10-17,pkgs/development/python-modules/sasmodels/default.nix,sasmodels,1.0.10,fetchFromGitHub,"fetchFromGitHub {␤    owner = ""SasView"";␤    repo = ""sasmodels"";␤    tag = ""v${version}"";␤    hash = ""sha256-cTXFlTCm521+xhcggFvDqVZrTJuDiVZ8PazBwA3mKJU="";␤  }",buildPythonPackage,3cbe716e2346710d6e1f7c559363d14e11c32a43,sasmodels,1.0.11,fetchFromGitHub,"fetchFromGitHub {␤    owner = ""SasView"";␤    repo = ""sasmodels"";␤    tag = ""v${version}"";␤    hash = ""sha256-AtFkcW7h2hMnQAeAk0fGsARXwpuaSb7ERBhdnAH4pCY="";␤  }",buildPythonPackage,36226520e9f7a35bf341cbe3b6a1ff9047bec6d9,python3Packages.sasmodels,True,True,False,False,False,version_bump,36,11,47,,,,,1,1,False,10,python3Packages.sasmodels,False,True,3.348804473876953,refs/tags/v1.0.11,False,,16
69ea3cdbaeca7a14f6e2dd69651392c5fc0d3405,4ea61817a051bdb03c50a112a1f7d5f8ff66a7a7,2025-10-16,pkgs/by-name/ma/matrix-authentication-service/package.nix,matrix-authentication-service,1.3.0,fetchFromGitHub,"fetchFromGitHub {␤    owner = ""element-hq"";␤    repo = ""matrix-authentication-service"";␤    tag = ""v${finalAttrs.version}"";␤    hash = ""sha256-iwQ+ItcpjShEyRi3RI0IuXXmlfzamGFHrdZpp7wBBis="";␤  }",buildRustPackage,35f590344ff791e6b1d6d6b8f3523467c9217caf,matrix-authentication-service,1.4.1,fetchFromGitHub,"fetchFromGitHub {␤    owner = ""element-hq"";␤    repo = ""matrix-authentication-service"";␤    tag = ""v${finalAttrs.version}"";␤    hash = ""sha256-9mQXWpGy+oFK5cEWeW88CSZQqfpmOAUS1x9KkyEMg+0="";␤  }",buildRustPackage,34761aab73dd38c9b61f92838c9055a96e46593c,matrix-authentication-service,True,True,False,False,False,version_bump,2,2,4,,,,,1,1,True,0,matrix-authentication-service,False,True,1.6606173515319824,refs/tags/v1.4.1,False,,17
1600ab265c0d327d5150aeae417962361436ba7f,9d10d25c04fea1a67baed28f3846becd49323f29,2025-10-16,pkgs/development/python-modules/epson-projector/default.nix,epson-projector,0.5.1,fetchPypi,"fetchPypi {␤    pname = ""epson_projector"";␤    inherit version;␤    hash = ""sha256-LwsdMuwvLifIP1PRNhfLi4TTZRp/cw9Bcf57vrsNrbI="";␤  }",buildPythonPackage,3cbe716e2346710d6e1f7c559363d14e11c32a43,epson-projector,0.6.0,fetchPypi,"fetchPypi {␤    pname = ""epson_projector"";␤    inherit version;␤    hash = ""sha256-/9Nc3xOxnXFfTsS8s83MXTkVAhqLwrKnmfR/E87s+Bk="";␤  }",buildPythonPackage,34761aab73dd38c9b61f92838c9055a96e46593c,python313Packages.epson-projector,True,True,False,False,False,version_bump,7,6,13,,,,,1,1,False,9,python313Packages.epson-projector,False,True,2.0822975635528564,0.6.0,False,,18
fe869e0b47f566564f1cedf942553567010b9710,76af2ac5e53ff33f0163512eecfc423728673cdb,2025-10-16,pkgs/development/python-modules/pymbolic/default.nix,pymbolic,2024.2.2,fetchFromGitHub,"fetchFromGitHub {␤    owner = ""inducer"";␤    repo = ""pymbolic"";␤    tag = ""v${version}"";␤    hash = ""sha256-07RWdEPhO+n9/FOvIWe4nm9fGekut9X6Tz4HlIkBSpo="";␤  }",buildPythonPackage,832e3b6db48508ae436c2c7bfc0cf914eac6938e,pymbolic,2025.1,fetchFromGitHub,"fetchFromGitHub {␤    owner = ""inducer"";␤    repo = ""pymbolic"";␤    tag = ""v${version}"";␤    hash = ""sha256-cn2EdhMn5qjK854AF5AY4Hv4M5Ib6gPRJk+kQvsFWRk="";␤  }",buildPythonPackage,36226520e9f7a35bf341cbe3b6a1ff9047bec6d9,python3Packages.pymbolic,True,True,False,False,False,version_bump,4,2,6,,,,,1,1,False,3,python3Packages.pymbolic,False,True,0.8195323944091797,refs/tags/v2025.1,False,,19
864e7fc2a30054896db41a225b726cc80c5ea5c1,17e4a22a042e8841c65331984d89614f20df8c89,2025-10-17,pkgs/by-name/zi/zipline/package.nix,zipline,4.3.1,fetchFromGitHub,"fetchFromGitHub {␤    owner = ""diced"";␤    repo = ""zipline"";␤    tag = ""v${finalAttrs.version}"";␤    hash = ""sha256-tQRfgLU0Dvf3vhELsttprfzscvHUgI1u7k9RA4S4vqo="";␤    leaveDotGit = true;␤    postFetch = ''␤      git -C $out rev-parse --short HEAD > $out/.git_head␤      rm -rf $out/.git␤    '';␤  }",mkDerivation,3cbe716e2346710d6e1f7c559363d14e11c32a43,zipline,4.3.2,fetchFromGitHub,"fetchFromGitHub {␤    owner = ""diced"";␤    repo = ""zipline"";␤    tag = ""v${finalAttrs.version}"";␤    hash = ""sha256-t83LYLjAdXQkQKZlzaBCIs1wKk3v3GVQi8QHUPRHC18="";␤    leaveDotGit = true;␤    postFetch = ''␤      git -C $out rev-parse --short HEAD > $out/.git_head␤      rm -rf $out/.git␤    '';␤  }",mkDerivation,34761aab73dd38c9b61f92838c9055a96e46593c,zipline,True,True,False,False,False,version_bump,5,2,7,,,,,1,1,True,0,zipline,False,True,12.136423826217651,refs/tags/v4.3.2,False,,20
d0e42d4d6096b509ea27977457351b642b29bdf3,400bc8396c2d8c2891943808e36462869bfac4e1,2025-10-15,pkgs/development/python-modules/immutabledict/default.nix,immutabledict,4.2.1,fetchFromGitHub,"fetchFromGitHub {␤    owner = ""corenting"";␤    repo = ""immutabledict"";␤    tag = ""v${version}"";␤    hash = ""sha256-v2oOzvAa8KONZDQuxouai2B9d1RY4kZG/px2wl0KAyM="";␤  }",buildPythonPackage,2ea123939c5cb71d2761896c27e475aeab266364,immutabledict,4.2.2,fetchFromGitHub,"fetchFromGitHub {␤    owner = ""corenting"";␤    repo = ""immutabledict"";␤    tag = ""v${version}"";␤    hash = ""sha256-ymzOSPVe0Z82FAgVIagY9lyNiMiubXjSBnXIEwzwC20="";␤  }",buildPythonPackage,82c2e0d6dde50b17ae366d2aa36f224dc19af469,python3Packages.immutabledict,True,True,False,False,False,version_bump,2,5,7,,,,,1,1,True,0,python3Packages.immutabledict,False,True,0.6217343807220459,refs/tags/v4.2.2,True,0.7164888381958008,21
dc3478c0f3902342380a8772b6ab061f4a600ac6,1506cdec761c807472327bd6ec28836a1a09dc03,2025-10-14,pkgs/development/python-modules/opentype-feature-freezer/default.nix,opentype-feature-freezer,0-unstable-2022-07-09,fetchFromGitHub,"fetchFromGitHub {␤    owner = ""twardoch"";␤    repo = ""fonttools-opentype-feature-freezer"";␤    rev = ""2ae16853bc724c3e377726f81d9fc661d3445827"";␤    hash = ""sha256-mIWQF9LTVKxIkwHLCTVK1cOuiaduJyX8pyBZ/0RKIVE="";␤  }",buildPythonPackage,2ea123939c5cb71d2761896c27e475aeab266364,opentype-feature-freezer,1.0.1,fetchFromGitHub,"fetchFromGitHub {␤    owner = ""twardoch"";␤    repo = ""fonttools-opentype-feature-freezer"";␤    tag = ""v${version}"";␤    hash = ""sha256-8aJYQyUpcEOyzVHZ0LXfGJ1Tsxe5HICcfkFUdsI+/GI="";␤  }",buildPythonPackage,82c2e0d6dde50b17ae366d2aa36f224dc19af469,python3Packages.opentype-feature-freezer,True,True,True,False,False,version_bump,11,14,25,,,,,1,1,False,3,python3Packages.opentype-feature-freezer,False,True,0.6765844821929932,refs/tags/v1.0.1,False,,22
8636dbdf65163aeceba296e131c84e1fa1c0ecd6,798c30d1e21f719ce0a163785457cb64815554d9,2025-10-14,pkgs/by-name/tr/trackballs/package.nix,trackballs,1.3.4,fetchFromGitHub,"fetchFromGitHub {␤    owner = ""trackballs"";␤    repo = ""trackballs"";␤    tag = ""v${finalAttrs.version}"";␤    hash = ""sha256-JKSiNe5mu8rRztUhduGFY6IsSMx6VyBqKcGO5EssI+8="";␤  }",mkDerivation,2ea123939c5cb71d2761896c27e475aeab266364,trackballs,1.3.5,fetchFromGitHub,"fetchFromGitHub {␤    owner = ""trackballs"";␤    repo = ""trackballs"";␤    tag = ""v${finalAttrs.version}"";␤    hash = ""sha256-Zy4o/khWAdy27P6WIU7gouNTYXLgN5ursSoSDDboXAk="";␤  }",mkDerivation,35f590344ff791e6b1d6d6b8f3523467c9217caf,trackballs,True,True,False,False,False,version_bump,0,4,4,,,,,1,1,True,0,trackballs,False,True,3.564175605773926,refs/tags/v1.3.5,False,,23
d6c630f2bbac2486fcef6f2f781ee586a57adc99,798c30d1e21f719ce0a163785457cb64815554d9,2025-10-14,pkgs/by-name/fi/firefly-iii-data-importer/package.nix,firefly-iii-data-importer,1.8.2,fetchFromGitHub,"fetchFromGitHub {␤    owner = ""firefly-iii"";␤    repo = ""data-importer"";␤    tag = ""v${finalAttrs.version}"";␤    hash = ""sha256-Bi1LwKC2LFs1AzrZflaKFk6/DiPiSQn5pHHrh9QkqVw="";␤  }",mkDerivation,2ea123939c5cb71d2761896c27e475aeab266364,firefly-iii-data-importer,1.8.4,fetchFromGitHub,"fetchFromGitHub {␤    owner = ""firefly-iii"";␤    repo = ""data-importer"";␤    tag = ""v${finalAttrs.version}"";␤    hash = ""sha256-xo1CgsPdqSw7VFlPx5aidB7h7fwot95XYlPxyW7S8yw="";␤  }",mkDerivation,35f590344ff791e6b1d6d6b8f3523467c9217caf,firefly-iii-data-importer,True,True,False,False,False,version_bump,2,2,4,,,,,1,1,False,2,firefly-iii-data-importer,False,True,4.198685884475708,refs/tags/v1.8.4,False,,24
c773af8b5fc3bd6f0a0f2c81cfcc1a2bf25c9a9e,596542633114f97698434778a52d42c6c9dab40d,2025-10-14,pkgs/by-name/fi/filebrowser/package.nix,filebrowser-frontend,2.42.5,fetchFromGitHub,"fetchFromGitHub {␤    owner = ""filebrowser"";␤    repo = ""filebrowser"";␤    rev = ""v${version}"";␤    hash = ""sha256-6AZwWdYQlaQ30Q5ohi9ovlUJZZ+u7Wqc5mfRW/3t7Zs="";␤  }",buildGoModule,c12c63cd6c5eb34c7b4c3076c6a99e00fcab86ec,filebrowser-frontend,2.44.0,fetchFromGitHub,"fetchFromGitHub {␤    owner = ""filebrowser"";␤    repo = ""filebrowser"";␤    rev = ""v${version}"";␤    hash = ""sha256-j7V1POuF6cFpnq6UgBseHe6GxypOoj2rYrN6k2nIF8w="";␤  }",buildGoModule,82c2e0d6dde50b17ae366d2aa36f224dc19af469,filebrowser,True,True,False,False,False,version_bump,1,3,4,,,,,1,1,False,2,filebrowser,False,True,0.9717128276824951,v2.44.0,True,38.5575909614563,25
51916404848cb1071a03a09b04f287c6359afdf8,47dc8a5d41b54e9910030bb8fdb8f53b108c599a,2025-10-14,pkgs/by-name/mc/mcphost/package.nix,mcphost,0.19.2,fetchFromGitHub,"fetchFromGitHub {␤    owner = ""mark3labs"";␤    repo = ""mcphost"";␤    tag = ""v${finalAttrs.version}"";␤    hash = ""sha256-BDG4df7YG5cKjL8zsbvK4xFJMwyjSPx4jnDKwPVm+zw="";␤  }",buildGoModule,2ea123939c5cb71d2761896c27e475aeab266364,mcphost,0.31.1,fetchFromGitHub,"fetchFromGitHub {␤    owner = ""mark3labs"";␤    repo = ""mcphost"";␤    tag = ""v${finalAttrs.version}"";␤    hash = ""sha256-WvoBQLrs9lcbaTueyIPI89Y2t37mKxlE0tOczLhw8Bg="";␤  }",buildGoModule,cb82756ecc37fa623f8cf3e88854f9bf7f64af93,mcphost,True,True,False,False,False,version_bump,3,1,4,,,,,1,1,True,0,mcphost,False,True,1.8825764656066895,refs/tags/v0.31.1,False,,26
