commit_hash,parent_commit,commit_date,package_path,pre_pname,pre_version,pre_fetcher_type,pre_fetcher_content,pre_builder_type,pre_nixpkgs_base,post_pname,post_version,post_fetcher_type,post_fetcher_content,post_builder_type,post_nixpkgs_base,version_changed,fetcher_hash_changed,fetcher_url_changed,fetcher_type_changed,builder_changed,change_category,diff_lines_added,diff_lines_removed,diff_lines_total,previous_update_date,previous_update_commit,days_since_previous_update,package_added_date,input_drvs_match,input_drvs_diff_count,random_order,post_src_ref,post_src_ref_attr,nurl_supported
d8f89b48aca9e1d23639bae5946a2a5e69016979,558ded8aeac032ea490340c4980d47af97329e2c,2025-08-28,pkgs/by-name/xt/xtensor-blas/package.nix,xtensor-blas,0.22.0,fetchFromGitHub,"fetchFromGitHub {␤    owner = ""xtensor-stack"";␤    repo = ""xtensor-blas"";␤    tag = finalAttrs.version;␤    hash = ""sha256-Lg6MjJbZUCMqv4eSiZQrLfJy/86RWQ9P85UfeIQJ6bk="";␤  }",mkDerivation,c3e5d9f86b3f5678d0d8c9f0b9f081ab1ccdbe05,xtensor-blas,0.23.0,fetchFromGitHub,"fetchFromGitHub {␤    owner = ""xtensor-stack"";␤    repo = ""xtensor-blas"";␤    tag = finalAttrs.version;␤    hash = ""sha256-3g84TMOBWq9q8O6GipwdsugjGhPwkZE1cXbRsnVp3Ls="";␤  }",mkDerivation,c3e5d9f86b3f5678d0d8c9f0b9f081ab1ccdbe05,TRUE,TRUE,FALSE,FALSE,FALSE,version_bump,11,13,24,2025-06-18,bed3f503627c224c6999284f98efba17791721b8,71,2025-06-18,FALSE,2,65,0.23.0,tag,yes
4bd7810cc62e34e387662a38bf0e18945454cabe,a9a89752ac1cbd74631c6191072292ec513b1c25,2025-08-24,pkgs/by-name/yt/ytcc/package.nix,ytcc,2.7.2,fetchFromGitHub,"fetchFromGitHub {␤    owner = ""woefe"";␤    repo = ""ytcc"";␤    tag = ""v${version}"";␤    hash = ""sha256-PNSkIp6CJvgirO3k2lB0nOVEC1+znhn3/OyRIJ1EANI="";␤  }",buildPythonApplication,ddd1826f294a0ee5fdc198ab72c8306a0ea73aa9,ytcc,2.8.0,fetchFromGitHub,"fetchFromGitHub {␤    owner = ""woefe"";␤    repo = ""ytcc"";␤    tag = ""v${version}"";␤    hash = ""sha256-6Z5xoGbOtJnPlPj5GS9ElRkuuNd+ON9RsZyl5VLzLE0="";␤  }",buildPythonApplication,f937f8ecd1c70efd7e9f90ba13dfb400cf559de4,TRUE,TRUE,FALSE,FALSE,FALSE,version_bump,6,1,7,2025-06-22,925f6afe25c538d5d211f1ecf2f4daf7917a1c7e,63,2024-11-09,FALSE,1,66,v2.8.0,tag,yes
ba1cc1073096aa5c6f7608312689b70f9d90e85b,43d66715e541e95df15dd1d78acf89b22ec9a89a,2025-08-27,pkgs/by-name/st/stig/package.nix,stig,0.12.10a0,fetchFromGitHub,"fetchFromGitHub {␤    owner = ""rndusr"";␤    repo = ""stig"";␤    rev = ""v${version}"";␤    sha256 = ""sha256-lSFI4/DxWl17KFgLXZ7c5nW/e5IUGN7s8Gm6wTM5ZWg="";␤  }",buildPythonApplication,ddd1826f294a0ee5fdc198ab72c8306a0ea73aa9,stig,0.13.0a0,fetchFromGitHub,"fetchFromGitHub {␤    owner = ""rndusr"";␤    repo = ""stig"";␤    rev = ""v${version}"";␤    hash = ""sha256-X7V6NpHJBRj8A1Z37XNPEvFfwIFPtqWaBm8hzkA8g6o="";␤  }",buildPythonApplication,ddd1826f294a0ee5fdc198ab72c8306a0ea73aa9,TRUE,TRUE,FALSE,FALSE,FALSE,version_bump,4,0,4,2025-04-08,a19cd4ffb1f4b953a76f3ac29c6520d0b1877108,141,2024-11-09,FALSE,1,67,v0.13.0a0,rev,yes
e6dd01d44cfc2b6fa6b59a68bda98ec8bdaa18db,01c9b7f95ace965011921f04696127602a9932a4,2025-08-27,pkgs/by-name/ty/typescript-go/package.nix,typescript-go,0-unstable-2025-08-12,fetchFromGitHub,"fetchFromGitHub {␤    owner = ""microsoft"";␤    repo = ""typescript-go"";␤    rev = ""1ee2ba99609ae66af1e7ec4a4770482d7eeaeb43"";␤    hash = ""sha256-5xSQaQ1ntFmwLzdkqEi9GORRJ9bYHsTCW+3JAi76Fh0="";␤    fetchSubmodules = false;␤  }",buildGoModule,ddd1826f294a0ee5fdc198ab72c8306a0ea73aa9,typescript-go,0-unstable-2025-08-26,fetchFromGitHub,"fetchFromGitHub {␤    owner = ""microsoft"";␤    repo = ""typescript-go"";␤    rev = ""d85436e9a34a27ed2c3dd77767574717e22ccf85"";␤    hash = ""sha256-3uD9vo/Gg4YjLSrGT3x+XfkVOseV9+JN07TxzVOv/5w="";␤    fetchSubmodules = false;␤  }",buildGoModule,ddd1826f294a0ee5fdc198ab72c8306a0ea73aa9,TRUE,TRUE,TRUE,FALSE,FALSE,version_bump,4,1,5,2025-08-12,28020bc104bf1deb53de2f5d5475e9554cd2df5f,15,2025-05-26,FALSE,2,68,d85436e9a34a27ed2c3dd77767574717e22ccf85,rev,yes
f83f2fa800f5202726897c1fd120fb5e47b5156b,d1d41c3b45c3b4bbadc0e5775e449b6bf3b068b8,2025-08-26,pkgs/by-name/sq/sqruff/package.nix,sqruff,0.25.28,fetchFromGitHub,"fetchFromGitHub {␤    owner = ""quarylabs"";␤    repo = ""sqruff"";␤    tag = ""v${version}"";␤    hash = ""sha256-Xea6jXQos5gyF1FeGF7B5YaQszqfsKhGw1k8j0m7J6c="";␤  }",buildRustPackage,84c256e42600cb0fdf25763b48d28df2f25a0c8b,sqruff,0.29.3,fetchFromGitHub,"fetchFromGitHub {␤    owner = ""quarylabs"";␤    repo = ""sqruff"";␤    tag = ""v${version}"";␤    hash = ""sha256-bJmkHOACjdSXHE56okrIFERs1wK00XeyipdIFbRjIFI="";␤  }",buildRustPackage,84c256e42600cb0fdf25763b48d28df2f25a0c8b,TRUE,TRUE,FALSE,FALSE,FALSE,version_bump,2,12,14,2025-07-15,398b16e16cc688d8ffcf820d1ec50a55da44a108,42,2024-08-10,FALSE,1,69,v0.29.3,tag,yes
67cffed7d9de1c4b8e6fe5681c53f9513492be55,e5143301e214ec9099f882fda8363d9080e86243,2025-08-26,pkgs/by-name/go/gotenberg/package.nix,gotenberg,8.21.1,fetchFromGitHub,"fetchFromGitHub {␤    owner = ""gotenberg"";␤    repo = ""gotenberg"";␤    tag = ""v${version}"";␤    hash = ""sha256-2uILOK5u+HrdjqN+ZQjGv48QxSCrzSvnF+Ae6iCKCbU="";␤  }",buildGoModule,84c256e42600cb0fdf25763b48d28df2f25a0c8b,gotenberg,8.22.0,fetchFromGitHub,"fetchFromGitHub {␤    owner = ""gotenberg"";␤    repo = ""gotenberg"";␤    tag = ""v${version}"";␤    hash = ""sha256-LrkJlUkcvW8ky9e2Ltj13wxcL0rvaE4NfVJrcrgPHL4="";␤  }",,84c256e42600cb0fdf25763b48d28df2f25a0c8b,TRUE,TRUE,FALSE,FALSE,FALSE,version_bump,18,7,25,2025-06-24,397d2687b734d9f53e911022ee77cbb019071440,63,2024-07-11,FALSE,2,70,v8.22.0,tag,yes
38f0736da7c8ded304a82bbb36bb12783ed2db66,41b4d676f2c1c4989839085029ee18b1bcccd39f,2025-08-08,pkgs/by-name/se/sesh/package.nix,sesh,2.16.0,fetchFromGitHub,"fetchFromGitHub {␤    owner = ""joshmedeski"";␤    repo = ""sesh"";␤    rev = ""v${version}"";␤    hash = ""sha256-3kD7t3lgkxrK53cL+5i9DB5w1hIYA4J/MiauLZ1Z7KQ="";␤  }",buildGoModule,a3f3e3f2c983e957af6b07a1db98bafd1f87b7a1,sesh,2.17.1,fetchFromGitHub,"fetchFromGitHub {␤    owner = ""joshmedeski"";␤    repo = ""sesh"";␤    rev = ""v${version}"";␤    hash = ""sha256-olt61AR/Tq8lLh65V0/+GDrWjCi9hrkNbHR9LOX7kY0="";␤  }",buildGoModule,a3f3e3f2c983e957af6b07a1db98bafd1f87b7a1,TRUE,TRUE,FALSE,FALSE,FALSE,version_bump,8,1,9,2025-08-08,41b4d676f2c1c4989839085029ee18b1bcccd39f,0,2024-02-05,FALSE,1,71,v2.17.1,rev,yes
4241f0fed9cc74285b2243297f3c7a014c935c20,8d7b64700d8f866e83a7b36ad9dd550391ac6718,2025-08-26,pkgs/by-name/hi/high-tide/package.nix,high-tide,1.0.0,fetchFromGitHub,"fetchFromGitHub {␤    owner = ""Nokse22"";␤    repo = ""high-tide"";␤    tag = ""v${version}"";␤    hash = ""sha256-lvfEqXXlDuW+30iTQ0FddcnAMZRM0BYeuxLN4++xs/0="";␤  }",buildPythonApplication,84c256e42600cb0fdf25763b48d28df2f25a0c8b,high-tide,1.1.0,fetchFromGitHub,"fetchFromGitHub {␤    owner = ""Nokse22"";␤    repo = ""high-tide"";␤    tag = ""v${version}"";␤    hash = ""sha256-AHdv2eazUnxgw5D4SlIzWm/wnC26zedwiAGT0OzjdZs="";␤  }",buildPythonApplication,84c256e42600cb0fdf25763b48d28df2f25a0c8b,TRUE,TRUE,FALSE,FALSE,FALSE,version_bump,6,2,8,2025-08-20,a34e1c8be503b344108729a9e05994860fcf3aec,6,2025-05-01,FALSE,1,72,v1.1.0,tag,yes
615e8c181f22637aac01590ea234afec0e80040a,dbfdaa1a1cef034a790d0287bdd885ee78ecb11c,2025-08-25,pkgs/by-name/kx/kxstitch/package.nix,kxstitch,unstable-2023-12-31,fetchgit,"fetchgit {␤    url = ""https://invent.kde.org/graphics/kxstitch.git"";␤    rev = ""4bb575dcb89e3c997e67409c8833e675962e101a"";␤    hash = ""sha256-pi+RpuT8YQYp1ogGtIgXpTPdYSFk19TUHTHDVyOcrMI="";␤  }",mkDerivation,c53baa6685261e5253a1c355a1b322f82674a824,kxstitch,unstable-2025-08-16,fetchgit,"fetchgit {␤    url = ""https://invent.kde.org/graphics/kxstitch.git"";␤    rev = ""bfe934ffc2c2dfa1cc554bc4483a3285b027b00c"";␤    hash = ""sha256-B81nwInFWcQVDJU6VINII8crVPtV5zYBXADVVe+wCu4="";␤  }",mkDerivation,c53baa6685261e5253a1c355a1b322f82674a824,TRUE,TRUE,TRUE,FALSE,FALSE,version_bump,11,6,17,2024-12-10,4f0dadbf38ee4cf4cc38cbc232b7708fddf965bc,258,2023-12-31,FALSE,17,73,bfe934ffc2c2dfa1cc554bc4483a3285b027b00c,rev,yes
cca7c124471e82423a150c6cd63bd41a7b377632,1e9ed5e46cba9ca7b4710d585c6aacd10a0a33dc,2025-08-25,pkgs/by-name/bl/bluetuith/package.nix,bluetuith,0.2.3,fetchFromGitHub,"fetchFromGitHub {␤    owner = ""darkhz"";␤    repo = ""bluetuith"";␤    tag = ""v${finalAttrs.version}"";␤    hash = ""sha256-yXH/koNT4ec/SOZhSU01iPNAfD1MdMjM2+wNmjXWsrk="";␤  }",buildGoModule,6b0b1559e918d4f7d1df398ee1d33aeac586d4d6,bluetuith,0.2.5,fetchFromGitHub,"fetchFromGitHub {␤    owner = ""darkhz"";␤    repo = ""bluetuith"";␤    tag = ""v${finalAttrs.version}"";␤    hash = ""sha256-h7SMGI8wIiu4i2kcKRsmLHM4tu7ZZK0usBXh5zFu94E="";␤  }",buildGoModule,c10013702f1e18305d4d53154cb3fab3b5742c43,TRUE,TRUE,FALSE,FALSE,FALSE,version_bump,3,4,7,2025-06-02,51104bca6e7b853662b31699baf526a57da5f2a7,84,2023-12-30,FALSE,3,74,v0.2.5,tag,yes
4afbcac6c81369f11eaf0ef9e43547c0284966f9,68c17550acca50c3fa291947e6e8090ded424e41,2025-08-19,pkgs/by-name/pr/protoc-gen-js/package.nix,protoc-gen-js,3.21.2,fetchFromGitHub,"fetchFromGitHub {␤    owner = ""protocolbuffers"";␤    repo = ""protobuf-javascript"";␤    rev = ""v${version}"";␤    hash = ""sha256-TmP6xftUVTD7yML7UEM/DB8bcsL5RFlKPyCpcboD86U="";␤  }",,97eb7ee0da337d385ab015a23e15022c865be75c,protoc-gen-js,3.21.4,fetchFromGitHub,"fetchFromGitHub {␤    owner = ""protocolbuffers"";␤    repo = ""protobuf-javascript"";␤    rev = ""v${version}"";␤    hash = ""sha256-eIOtVRnHv2oz4xuVc4aL6JmhpvlODQjXHt1eJHsjnLg="";␤  }",,97eb7ee0da337d385ab015a23e15022c865be75c,TRUE,TRUE,FALSE,FALSE,FALSE,version_bump,9,3,12,2025-04-08,a19cd4ffb1f4b953a76f3ac29c6520d0b1877108,133,2023-12-30,FALSE,3,75,v3.21.4,rev,yes
a7c15865d079fbbb1e01c910c34606b6b0e55b63,ee1fea380d89c0f01f802fed6bb1874c629f1d6c,2025-08-23,pkgs/by-name/za/zapret/package.nix,zapret,71,fetchFromGitHub,"fetchFromGitHub {␤    owner = ""bol-van"";␤    repo = ""zapret"";␤␤    leaveDotGit = true;␤    postFetch = ''␤      cd ""$out""␤      git rev-parse --short HEAD > $out/COMMIT␤      find ""$out"" -name .git -print0 | xargs -0 rm -rf␤    '';␤␤    tag = ""v${finalAttrs.version}"";␤    hash = ""sha256-cwwj0xGEiR3sg2WheurtQo6Hy5JAARcZJNHEHMfAoOE="";␤  }",mkDerivation,f937f8ecd1c70efd7e9f90ba13dfb400cf559de4,zapret,71.4,fetchFromGitHub,"fetchFromGitHub {␤    owner = ""bol-van"";␤    repo = ""zapret"";␤␤    leaveDotGit = true;␤    postFetch = ''␤      cd ""$out""␤      git rev-parse --short HEAD > $out/COMMIT␤      find ""$out"" -name .git -print0 | xargs -0 rm -rf␤    '';␤␤    tag = ""v${finalAttrs.version}"";␤    hash = ""sha256-n7UasKtoQ4zfy2ho2vOREb0RPrDnhjYYbXcXTjelDvg="";␤  }",mkDerivation,f937f8ecd1c70efd7e9f90ba13dfb400cf559de4,TRUE,TRUE,FALSE,FALSE,FALSE,version_bump,2,10,12,2025-06-05,b58ef718f995e33f61211a866a43134cc00d17e1,79,2024-07-17,FALSE,4,76,v71.4,tag,yes
74ab541dfb460da2c1e7f28aa3cbb6ef472d3c48,7a7425ea73b5692d14600e63d25791ee86456698,2025-08-22,pkgs/by-name/fr/fromager/package.nix,fromager,0.47.0,fetchFromGitHub,"fetchFromGitHub {␤    owner = ""python-wheel-build"";␤    repo = ""fromager"";␤    tag = version;␤    hash = ""sha256-Jw5fOhY4WOwYG5QPCcsT6+BicGtqz9UrHcpPsPQlOWc="";␤  }",buildPythonApplication,596312aae91421d6923f18cecce934a7d3bfd6b8,fromager,0.59.0,fetchFromGitHub,"fetchFromGitHub {␤    owner = ""python-wheel-build"";␤    repo = ""fromager"";␤    tag = version;␤    hash = ""sha256-aKoZKpzgJ3e5JRYSSeLmLlji1Fj8omxvwGZfNXDOhLs="";␤  }",buildPythonApplication,f937f8ecd1c70efd7e9f90ba13dfb400cf559de4,TRUE,TRUE,FALSE,FALSE,FALSE,version_bump,3,2,5,2025-06-05,c57036a1e742862afc00275613837e315135dab6,78,2025-05-09,FALSE,3,77,0.59.0,tag,yes
3be790be3a6d3fb6dacfb1f6589f87499bb6bc26,6dabf8cbed1697b765440edcf0afb27ebdfd366e,2025-08-22,pkgs/by-name/te/terragrunt/package.nix,terragrunt,0.85.0,fetchFromGitHub,"fetchFromGitHub {␤    owner = ""gruntwork-io"";␤    repo = ""terragrunt"";␤    tag = ""v${finalAttrs.version}"";␤    hash = ""sha256-ey3Qbwg036OzWYfw/0lso3CentUXGF0/NB/w3ss3Dp0="";␤  }",buildGoModule,f937f8ecd1c70efd7e9f90ba13dfb400cf559de4,terragrunt,0.86.0,fetchFromGitHub,"fetchFromGitHub {␤    owner = ""gruntwork-io"";␤    repo = ""terragrunt"";␤    tag = ""v${finalAttrs.version}"";␤    hash = ""sha256-Xmka1391wEGufEEavQNoB5YuzR7npe6ky8MzKJnGQt8="";␤  }",,f937f8ecd1c70efd7e9f90ba13dfb400cf559de4,TRUE,TRUE,FALSE,FALSE,FALSE,version_bump,3,4,7,2025-08-15,564dd29eeeb2bf1998faeaed4a50b26ca7baaf6a,7,2024-04-28,FALSE,2,78,v0.86.0,tag,yes
66dc5c81d4e5f7b81b388bf2e71eb2d9024a9641,314fe5f12f46e864ed9e41471680d8dba0c77acd,2025-08-12,pkgs/by-name/kg/kgeotag/package.nix,kgeotag,1.7.0,fetchFromGitLab,"fetchFromGitLab {␤    domain = ""invent.kde.org"";␤    repo = ""kgeotag"";␤    owner = ""graphics"";␤    rev = ""v${version}"";␤    hash = ""sha256-/NYAR/18Dh+fphCBz/zFWj/xqEl28e77ZtV8LlcGyMI="";␤  }",mkDerivation,372d9eeeafa5b15913201e2b92e8e539ac7c64d1,kgeotag,1.8.0-unstable-2025-07-25,fetchFromGitLab,"fetchFromGitLab {␤    domain = ""invent.kde.org"";␤    repo = ""kgeotag"";␤    owner = ""graphics"";␤    rev = ""b2b140e8f72ab37bad3729bea527203324d12131"";␤    hash = ""sha256-jUcKm4IPQt2JiZUmIjMJ9EG0kDjzoPGjzBPMHZ6j9lM="";␤  }",mkDerivation,372d9eeeafa5b15913201e2b92e8e539ac7c64d1,TRUE,TRUE,TRUE,FALSE,FALSE,version_bump,8,7,15,2024-12-10,4f0dadbf38ee4cf4cc38cbc232b7708fddf965bc,245,2023-11-27,FALSE,9,79,b2b140e8f72ab37bad3729bea527203324d12131,rev,yes
653226bb50b7d6e19832eb483c7f8efdef1f22cd,addb1ddd478d0df973caa8c865beb41d2196e13e,2025-08-20,pkgs/by-name/do/docstrfmt/package.nix,docstrfmt,1.10.0,fetchFromGitHub,"fetchFromGitHub {␤    owner = ""LilSpazJoekp"";␤    repo = ""docstrfmt"";␤    tag = ""v${version}"";␤    hash = ""sha256-L7zz9FJRSiBWthME0zsUWHxeA+zVuxQpkyEVbNSSEQs="";␤  }",buildPythonApplication,c3fc1fe6d8765d99c8614c6f82d611dc56b9ae37,docstrfmt,1.11.0,fetchFromGitHub,"fetchFromGitHub {␤    owner = ""LilSpazJoekp"";␤    repo = ""docstrfmt"";␤    tag = ""v${version}"";␤    hash = ""sha256-5Yx+omXZSlpJSzA4dTY/JdfmHQshM7qI++OVvqYg1jc="";␤  }",buildPythonApplication,c3fc1fe6d8765d99c8614c6f82d611dc56b9ae37,TRUE,TRUE,FALSE,FALSE,FALSE,version_bump,0,5,5,2025-08-11,8bc9bb67992d7c8a1d225886001e754f40ad568d,9,2025-08-11,FALSE,1,80,v1.11.0,tag,yes
6fe44ff4f2c9a739aa01d9e08280b08bc65602d2,13b9a48210033169304188000600ea4b6b1272ed,2025-08-21,pkgs/by-name/re/recastnavigation/package.nix,recastai,unstable-2023-01-02,fetchFromGitHub,"fetchFromGitHub {␤    owner = ""recastnavigation"";␤    repo = ""recastnavigation"";␤    rev = ""405cc095ab3a2df976a298421974a2af83843baf"";␤    sha256 = ""sha256-WVzDI7+UuAl10Tm1Zjkea/FMk0cIe7pWg0iyFLbwAdI="";␤  }",mkDerivation,596312aae91421d6923f18cecce934a7d3bfd6b8,recastai,unstable-2025-08-12,fetchFromGitHub,"fetchFromGitHub {␤    owner = ""recastnavigation"";␤    repo = ""recastnavigation"";␤    rev = ""40ec6fcd6c0263a3d7798452aee531066072d15d"";␤    hash = ""sha256-4flJMJsuCecpHDtgAsnDU7WoAtUg/XJfRXx096Zw6bE="";␤  }",mkDerivation,596312aae91421d6923f18cecce934a7d3bfd6b8,TRUE,TRUE,TRUE,FALSE,FALSE,version_bump,3,9,12,2025-07-22,5a0711127cd8b916c3d3128f473388c8c79df0da,30,2024-11-09,FALSE,2,81,40ec6fcd6c0263a3d7798452aee531066072d15d,rev,yes
f95f31ff2dfd2e83fb15bec6cd3bca60524f989c,f620f33b632769af3e354d6b0943adb9c1bbdb6b,2025-07-31,pkgs/by-name/ta/taskchampion-sync-server/package.nix,taskchampion-sync-server,0.6.1,fetchFromGitHub,"fetchFromGitHub {␤    owner = ""GothenburgBitFactory"";␤    repo = ""taskchampion-sync-server"";␤    tag = ""v${version}"";␤    hash = ""sha256-spuTCRsF1uHTTWfOjkMRokZnBhqP53CPAi3WMJB3yq4="";␤  }",buildRustPackage,97eb7ee0da337d385ab015a23e15022c865be75c,taskchampion-sync-server,0.7.0,fetchFromGitHub,"fetchFromGitHub {␤    owner = ""GothenburgBitFactory"";␤    repo = ""taskchampion-sync-server"";␤    tag = ""v${version}"";␤    hash = ""sha256-DNGugytc4dMjj8je4BpEjNjdrnTBnWc1MNeMqcdTr4s="";␤  }",buildRustPackage,8679b16e11becd487b45d568358ddf9d5640d860,TRUE,TRUE,FALSE,FALSE,FALSE,version_bump,14,2,16,2025-07-15,398b16e16cc688d8ffcf820d1ec50a55da44a108,16,2024-04-13,FALSE,1,82,v0.7.0,tag,yes
223d8c24a87d54579b4ff709499ffa8b17e8734c,dc29a184276d0146d1964d2ec8a92e7e4cad16a9,2025-08-19,pkgs/by-name/tg/tgpt/package.nix,tgpt,2.10.0,fetchFromGitHub,"fetchFromGitHub {␤    owner = ""aandrew-me"";␤    repo = ""tgpt"";␤    tag = ""v${version}"";␤    hash = ""sha256-q7dod5kKvKny4Zht6KpHpRa7N9Je+tmKVyn9PEde/+c="";␤  }",buildGoModule,97eb7ee0da337d385ab015a23e15022c865be75c,tgpt,2.11.0,fetchFromGitHub,"fetchFromGitHub {␤    owner = ""aandrew-me"";␤    repo = ""tgpt"";␤    tag = ""v${version}"";␤    hash = ""sha256-mEzTvurjG/58qgNtJie7Iy6rSkiu2VbDIu1MiyrcEyo="";␤  }",buildGoModule,97eb7ee0da337d385ab015a23e15022c865be75c,TRUE,TRUE,FALSE,FALSE,FALSE,version_bump,4,1,5,2025-05-27,556709346b108ca6f60e67141533808585694db4,84,2024-02-04,FALSE,1,83,v2.11.0,tag,yes
4c37c67bbe11e5c92a9d5df182bb7e363a5fa00b,e700346e3723331fc9eff7add88530a9c623e1bc,2025-08-16,pkgs/by-name/vo/voxinput/package.nix,voxinput,0.4.0,fetchFromGitHub,"fetchFromGitHub {␤    owner = ""richiejp"";␤    repo = ""VoxInput"";␤    tag = ""v${finalAttrs.version}"";␤    hash = ""sha256-kIKvgPojlkIpDjxaFsHXEvHX3txW9GbachRFksA/Ymg="";␤  }",buildGoModule,c5e2e42c112de623adfd662b3e51f0805bf9ff83,voxinput,0.6.1,fetchFromGitHub,"fetchFromGitHub {␤    owner = ""richiejp"";␤    repo = ""VoxInput"";␤    tag = ""v${finalAttrs.version}"";␤    hash = ""sha256-04RLlE8e8W6vTOz7GF8yEkysp3cwTSOgE1Uk7qXG/ws="";␤  }",buildGoModule,a650b5d0de99158323597f048667c4d914243224,TRUE,TRUE,FALSE,FALSE,FALSE,version_bump,21,5,26,2025-07-22,5a0711127cd8b916c3d3128f473388c8c79df0da,25,2025-05-11,FALSE,10,84,v0.6.1,tag,yes
